Application ID,mohela_clid,Application_date,Loan Amount,Closing_date,Schedule_funding_date,Stage,Loan_Type,Term,Rate Type,Undiscounted Rate,disbursement_1,disbursement_1_date,disbursement_2,disbursement_2_date,disbursement_3,disbursement_3_date,disbursement_4,disbursement_4_date
5001408022D01,10530394,01/04/2016,213112.37,06/14/2016,06/14/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001408623D01,,01/04/2016,57738.64,07/07/2016,07/07/2016,Closed,Refi,5,Fixed,5.05,,,,,,,,
5001409103D01,10513598,01/04/2016,273114,05/18/2016,05/18/2016,Closed,Refi,15,Fixed,6.1,,,,,,,,
5001409245D01,,01/04/2016,156004.36,06/15/2016,09/15/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001409439D01,10530120,01/04/2016,163496,06/13/2016,06/13/2016,Closed,Refi,10,Fixed,5.55,,,,,,,,
5001409465D01,,01/04/2016,32023,06/14/2016,06/14/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001027186D01D02,10513621,01/04/2016,102577,05/18/2016,05/18/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001408452D01D02,5001408452D01D02,01/04/2016,198317.16,09/01/2016,09/01/2016,Closed,Refi,10,Variable,4.91,,,,,,,,
5001408428D01,10529892,01/04/2016,104337.02,06/13/2016,06/13/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001402033D01,10498394,01/04/2016,37255,03/15/2016,03/15/2016,Closed,Refi,10,Fixed,6,,,,,,,,
5001408205D01,10528795,01/04/2016,159777,06/07/2016,06/07/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001409322D01,10528670,01/04/2016,235375.83,06/06/2016,06/06/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001409359D01,10528266,01/05/2016,89680,06/06/2016,06/06/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001409408D01,,01/05/2016,82326.7,07/13/2016,07/13/2016,Closed,Refi,10,Fixed,5.8,,,,,,,,
5001409508D01,10514158,01/05/2016,34970.88,05/19/2016,05/19/2016,Closed,Refi,20,Fixed,6.25,,,,,,,,
5001410010D01,10529058,01/05/2016,84505,06/08/2016,06/08/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001410015D01,10510221,01/05/2016,108797,04/28/2016,04/28/2016,Closed,Refi,20,Fixed,6.15,,,,,,,,
5001410023D01,5001410023D01,01/05/2016,187817,08/17/2016,,Closed,Refi,15,Fixed,6.1,,,,,,,,
5001410100D01,10533661,01/05/2016,253794.72,06/27/2016,06/27/2016,Closed,Refi,7,Variable,4.6,,,,,,,,
5001410119D01,10484228,01/05/2016,331821,03/01/2016,03/01/2016,Closed,Refi,20,Variable,4.87,,,,,,,,
5001410243D01,10514231,01/05/2016,96519.4,05/19/2016,05/19/2016,Closed,Refi,10,Fixed,5.55,,,,,,,,
5001410267D01,,01/05/2016,168115,07/13/2016,07/11/2016,Closed,Refi,7,Variable,4.62,,,,,,,,
5001410380D01,,01/05/2016,104806,06/14/2016,06/14/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001036623D01D02,10495887,01/05/2016,548332.88,03/10/2016,03/10/2016,Closed,Refi,15,Variable,3.24,,,,,,,,
5001409777D01,10526567,01/05/2016,77641,06/01/2016,06/01/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001410483D01,10508755,01/05/2016,175602,04/22/2016,04/22/2016,Closed,Refi,10,Fixed,5.5,,,,,,,,
5001410495D01,10539271,01/05/2016,291859,07/22/2016,07/22/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001410499D01,10528323,01/05/2016,292078.65,06/06/2016,06/06/2016,Closed,Refi,7,Variable,4.6,,,,,,,,
5001410684D01,10527424,01/05/2016,45322.75,06/02/2016,06/02/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001411111D01,,01/05/2016,87250.25,06/28/2016,06/28/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001406861D01,10536110,01/06/2016,225406.33,07/08/2016,07/08/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001411161D01,10502343,01/06/2016,236709,03/28/2016,03/28/2016,Closed,Refi,15,Fixed,6.1,,,,,,,,
5001363070D01D02,10484989,01/06/2016,124518.42,03/01/2016,03/01/2016,Closed,Refi,7,Variable,3.59,,,,,,,,
5001409204D01,10536805,01/06/2016,118661,07/12/2016,07/12/2016,Closed,Refi,10,Variable,4.91,,,,,,,,
5001411244D01,,01/06/2016,194290.95,05/24/2016,05/24/2016,Closed,Refi,5,Fixed,4.65,,,,,,,,
5001411276D01,10529884,01/06/2016,104854,06/13/2016,06/13/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001411347D01,,01/06/2016,15517,07/12/2016,07/12/2016,Closed,Refi,10,Fixed,5.8,,,,,,,,
5001411390D01,,01/06/2016,64284,06/20/2016,06/20/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001411699D01,,01/06/2016,118407.04,06/13/2016,06/13/2016,Closed,Refi,10,Variable,5.27,,,,,,,,
5001411246D01,10495952,01/06/2016,11408.33,03/10/2016,03/10/2016,Closed,Refi,5,Variable,3.77,,,,,,,,
5001411936D01,10529090,01/06/2016,238888,06/08/2016,06/08/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001411978D01,10528373,01/06/2016,143022.4,06/06/2016,06/06/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001402852D01,10503226,01/06/2016,115199,03/29/2016,03/29/2016,Closed,Refi,15,Fixed,5.95,,,,,,,,
5001413139D01,10524818,01/07/2016,218138,05/23/2016,05/20/2016,Closed,Refi,15,Fixed,5.95,,,,,,,,
5001413289D01,,01/07/2016,55096,06/24/2016,06/23/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001413345D01,10502575,01/07/2016,149275,03/28/2016,03/28/2016,Closed,Refi,7,Variable,4.35,,,,,,,,
5001412473D01,10526731,01/07/2016,191622,06/01/2016,06/01/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001412641D01,10504737,01/07/2016,11790.52,04/04/2016,04/04/2016,Closed,Refi,7,Variable,4.35,,,,,,,,
5001412757D01,10539320,01/07/2016,282276.32,07/22/2016,07/22/2016,Closed,Refi,10,Fixed,5.19,,,,,,,,
5001413402D01,,01/07/2016,53631.7,06/27/2016,06/27/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001413115D01,10537910,01/07/2016,245657,07/15/2016,07/15/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001413146D01,10526723,01/07/2016,210457.31,06/01/2016,06/01/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001412841D01,10524199,01/08/2016,523575,05/24/2016,05/24/2016,Closed,Refi,10,Fixed,6,,,,,,,,
5001413523D01,10510289,01/08/2016,78348,04/28/2016,04/28/2016,Closed,Refi,5,Fixed,4.65,,,,,,,,
5001414090D01,10502400,01/08/2016,141576,03/28/2016,03/28/2016,Closed,Refi,5,Fixed,5.1,,,,,,,,
829,10524636,01/08/2016,196544.11,05/20/2016,05/19/2016,Closed,Refi,15,Fixed,5.75,,,,,,,,
5001413096D01,10538976,01/08/2016,146148.36,07/21/2016,07/21/2016,Closed,Refi,10,Fixed,5.3,,,,,,,,
5001414303D01,10499326,01/08/2016,168877,03/17/2016,03/17/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001414463D01,10526658,01/08/2016,19601.56,06/01/2016,06/01/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001412501D01,10522953,01/08/2016,26859,05/23/2016,05/23/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001413511D01,10503557,01/08/2016,230498,03/30/2016,03/30/2016,Closed,Refi,7,Variable,4.35,,,,,,,,
5001315044D01D02,10496570,01/09/2016,197186.93,03/11/2016,03/11/2016,Closed,Refi,7,Fixed,4.95,,,,,,,,
5001366360D01D02,10497156,01/09/2016,114636.95,03/11/2016,03/11/2016,Closed,Refi,7,Variable,4.35,,,,,,,,
5001266724D01D02,10529876,01/10/2016,235220.25,06/13/2016,06/13/2016,Closed,Refi,20,Variable,5.34,,,,,,,,
5001298111D01D02,,01/10/2016,365744.23,04/28/2016,04/28/2016,Closed,Refi,20,Fixed,7,6956,,,,,,,
5001379075D01D02,10484997,01/10/2016,134327,03/01/2016,03/01/2016,Closed,Refi,5,Fixed,5.75,,,,,,,,
5000954901D01D02,,01/10/2016,166320.46,05/23/2016,05/20/2016,Closed,Refi,20,Variable,5.34,,,,,,,,
5001414742D01,,01/11/2016,210540.35,08/01/2016,08/01/2016,Closed,Refi,20,Fixed,5.75,,,,,,,,
5001415578D01,,01/11/2016,93844.19,06/14/2016,06/14/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001415641D01,10503854,01/11/2016,178604,03/31/2016,03/31/2016,Closed,Refi,20,Fixed,6.25,,,,,,,,
5001415698D01,10511287,01/11/2016,34281.56,05/05/2016,05/05/2016,Closed,Refi,20,Fixed,6.65,,,,,,,,
5001416174D01,10513390,01/11/2016,234129.3,05/18/2016,05/18/2016,Closed,Refi,10,Fixed,5.5,,,,,,,,
5001416260D01,10540377,01/11/2016,150458,07/27/2016,07/27/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001416370D01,,01/11/2016,193009.71,07/19/2016,07/19/2016,Closed,Refi,10,Variable,4.91,,,,,,,,
885,,01/11/2016,148420.67,07/01/2016,07/01/2016,Closed,Refi,20,Variable,4.52,,,,,,,,
5001404476D01,10511302,01/11/2016,94517,05/05/2016,05/05/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001413316D01,10530352,01/11/2016,271187,06/14/2016,06/14/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001413875D01,10536780,01/11/2016,154966,07/12/2016,07/12/2016,Closed,Refi,7,Variable,4.62,,,,,,,,
5001415396D01,10529040,01/11/2016,158066.33,06/08/2016,06/08/2016,Closed,Refi,20,Variable,5.34,,,,,,,,
5001415867D01,10532415,01/11/2016,31440.8,06/22/2016,06/22/2016,Closed,Refi,7,Fixed,5.75,,,,,,,,
5001415871D01,,01/11/2016,19908.91,06/29/2016,06/29/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001416206D01,10528240,01/11/2016,280031.43,06/06/2016,06/06/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001363427D01D02,10495069,01/11/2016,578487,03/09/2016,03/09/2016,Closed,Refi,15,Fixed,5.3,,,,,,,,
5001373598D01D02,,01/11/2016,221465.98,05/31/2016,05/30/2016,Closed,Refi,7,Fixed,5.75,,,,,,,,
5001139437D01D02,10500313,01/11/2016,381291,03/18/2016,03/18/2016,Closed,Refi,15,Fixed,6,,,,,,,,
5001414384D01,10503474,01/11/2016,46862,03/30/2016,03/30/2016,Closed,Refi,10,Fixed,5.55,,,,,,,,
5001416278D01,5001416278D01,01/11/2016,50397.1,09/12/2016,09/12/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001416304D01,10502301,01/11/2016,123788,03/28/2016,03/28/2016,Closed,Refi,5,Fixed,4.65,,,,,,,,
5001414623D01,10510205,01/11/2016,150612.56,04/28/2016,04/28/2016,Closed,Refi,15,Fixed,6,,,,,,,,
5001416037D01,10534932,01/11/2016,208546,07/01/2016,10/01/2016,Closed,Refi,20,Fixed,7,,,,,,,,
5001411090D01,,01/12/2016,44000,04/29/2016,04/28/2016,Closed,Refi,5,Fixed,4.9,,,,,,,,
5001417318D01,10536615,01/12/2016,248214,07/11/2016,07/11/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001417417D01,10502179,01/12/2016,98413,03/25/2016,03/25/2016,Closed,Refi,5,Fixed,4.9,,,,,,,,
5001417469D01,10536152,01/12/2016,209172.98,07/08/2016,06/30/2016,Closed,Refi,10,Fixed,6,,,,,,,,
5001417789D01,,01/12/2016,89995.62,06/14/2016,06/14/2016,Closed,Refi,20,Fixed,7,,,,,,,,
5001397345D01,10528357,01/12/2016,251818,06/06/2016,06/06/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001415461D01,,01/12/2016,163306.5,05/25/2016,05/25/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001416662D01,10503614,01/12/2016,258068,03/30/2016,03/30/2016,Closed,Refi,7,Fixed,5.3,,,,,,,,
5001416874D01,,01/12/2016,60258,06/07/2016,06/07/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001417045D01,,01/12/2016,46808,06/08/2016,06/08/2016,Closed,Refi,20,Variable,5.34,,,,,,,,
5001417050D01,10503896,01/12/2016,125532,03/31/2016,03/31/2016,Closed,Refi,15,Fixed,6.1,,,,,,,,
5001417601D01,10535518,01/12/2016,147564,07/06/2016,07/05/2016,Closed,Refi,20,Fixed,7,,,,,,,,
5001417110D01,10534081,01/12/2016,126380.65,06/28/2016,06/28/2016,Closed,Refi,7,Variable,4.6,,,,,,,,
5001418286D01,,01/13/2016,40662,06/28/2016,06/27/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001417916D01,10509117,01/13/2016,91004.38,04/25/2016,04/25/2016,Closed,Refi,10,Fixed,4.75,,,,,,,,
5001418059D01,,01/13/2016,97263,06/22/2016,06/22/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001418807D01,10508763,01/13/2016,109353,04/22/2016,04/22/2016,Closed,Refi,5,Fixed,4.6,,,,,,,,
5001418149D01,10530344,01/13/2016,70329,06/14/2016,06/14/2016,Closed,Refi,10,Fixed,5.8,,,,,,,,
5001417987D01,10533629,01/13/2016,20489,06/27/2016,06/27/2016,Closed,Refi,7,Variable,4.6,,,,,,,,
5001406794D01,10531730,01/14/2016,159180,06/20/2016,06/20/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001419447D01,10529082,01/14/2016,153205,06/08/2016,06/08/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001419837D01,,01/14/2016,223088,06/17/2016,06/17/2016,Closed,Refi,15,Fixed,6.75,,,,,,,,
5001406794D01D02,10531706,01/14/2016,159180,06/20/2016,06/20/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001419140D01,10503862,01/14/2016,32895,03/31/2016,03/31/2016,Closed,Refi,15,Fixed,5.95,,,,,,,,
5001419200D01,10514398,01/14/2016,83875.23,05/19/2016,05/19/2016,Closed,Refi,5,Fixed,4.9,,,,,,,,
5001419732D01,,01/14/2016,23150,05/25/2016,05/25/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001419881D01,10528365,01/14/2016,95000,06/06/2016,06/06/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001418721D01,,01/15/2016,57285,07/14/2016,07/14/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
961,10531897,01/15/2016,102331.97,06/20/2016,06/20/2016,Closed,Refi,7,Fixed,5.75,,,,,,,,
5001419353D01,,01/15/2016,42623,06/15/2016,06/15/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001420747D01,10522979,01/15/2016,51010.78,05/23/2016,05/23/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001411013D01D02,10531722,01/15/2016,95895.96,06/20/2016,06/20/2016,Closed,Refi,15,Fixed,6.05,,,,,,,,
5000813978D01D02,10502666,01/17/2016,75307.56,03/28/2016,03/28/2016,Closed,Refi,10,Fixed,5.75,,,,,,,,
5001312786D01D02,10513564,01/18/2016,216842.22,05/18/2016,05/18/2016,Closed,Refi,15,Variable,5.19,,,,,,,,
5001403113D01D02,10532225,01/18/2016,126240.52,06/21/2016,06/21/2016,Closed,Refi,7,Variable,4.6,994.75,,,,,,,
5001415652D01,10532910,01/19/2016,105118,06/23/2016,06/23/2016,Closed,Refi,20,Fixed,6.75,,,,,,,,
5001420843D01,10525072,01/19/2016,119261,05/25/2016,05/25/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001420873D01,10514497,01/19/2016,126775,05/19/2016,05/19/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001420936D01,10508903,01/19/2016,141045,04/22/2016,04/22/2016,Closed,Refi,10,Fixed,5.55,,,,,,,,
5001421193D01,10531970,01/19/2016,100995.23,06/20/2016,06/20/2016,Closed,Refi,15,Fixed,6.75,,,,,,,,
5001421621D01,5001421621D01,01/19/2016,14254.78,08/16/2016,08/16/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001421908D01,,01/19/2016,330170,03/28/2016,03/28/2016,Closed,Refi,15,Variable,4.67,,,,,,,,
5001422643D01,10530873,01/19/2016,120354.48,06/15/2016,06/15/2016,Closed,Refi,15,Fixed,6.1,,,,,,,,
5001422881D01,10525428,01/19/2016,75598,05/27/2016,05/27/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001417196D01,10514629,01/19/2016,114191,05/19/2016,05/19/2016,Closed,Refi,10,Fixed,5.5,,,,,,,,
5001417668D01,10535881,01/19/2016,158294.65,07/07/2016,07/06/2016,Closed,Refi,15,Fixed,5.95,,,,,,,,
5001421243D01,10531988,01/19/2016,70987.82,06/20/2016,06/20/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001421409D01,,01/19/2016,121815,06/02/2016,06/02/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001421493D01,10510396,01/19/2016,184776,04/28/2016,04/28/2016,Closed,Refi,10,Fixed,5.7,,,,,,,,
5001422050D01,10514934,01/19/2016,96733.77,05/19/2016,05/19/2016,Closed,Refi,7,Fixed,5.95,,,,,,,,
5001422058D01,10515932,01/19/2016,66519,05/20/2016,05/20/2016,Closed,Refi,10,Fixed,5.55,,,,,,,,
5001422095D01,10530857,01/19/2016,99482.75,06/15/2016,06/15/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001421733D01,10514413,01/19/2016,192100,05/19/2016,05/19/2016,Closed,Refi,20,Fixed,6.15,,,,,,,,
5001422968D01,,01/20/2016,29000,,,Approved- Withdrawn,In-School,,,,,,,,,,,
5001423005D01,10514372,01/20/2016,120485,05/19/2016,05/19/2016,Closed,Refi,15,Fixed,5.95,,,,,,,,
5001417271D01,,01/20/2016,305360.34,06/20/2016,06/20/2016,Closed,Refi,7,Fixed,5.45,,,,,,,,
5001421710D01,10504969,01/20/2016,53267,04/05/2016,04/05/2016,Closed,Refi,5,Fixed,5.5,,,,,,,,
5001421896D01,10525931,01/20/2016,154230.55,05/31/2016,05/30/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001422386D01,,01/20/2016,230603,05/23/2016,05/23/2016,Closed,Refi,7,Fixed,5.3,,,,,,,,
5001422852D01,10532209,01/20/2016,99713,06/21/2016,06/21/2016,Closed,Refi,15,Fixed,6.75,,,,,,,,
5001423105D01,10533950,01/20/2016,226594,06/27/2016,06/27/2016,Closed,Refi,10,Fixed,5.45,,,,,,,,
5001423643D01,10509216,01/20/2016,64485.26,04/25/2016,04/25/2016,Closed,Refi,15,Fixed,5.95,,,,,,,,
5001423845D01,10531813,01/20/2016,159994.57,06/20/2016,06/20/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001423882D01,10514405,01/20/2016,231872.13,05/19/2016,05/19/2016,Closed,Refi,5,Fixed,4.65,,,,,,,,
5001423845D01D02,10531681,01/20/2016,159994.57,06/20/2016,06/20/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001421896D02,10525767,01/20/2016,154230.55,05/31/2016,05/30/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001423915D01,5001423915D01,01/21/2016,134370,08/15/2016,,Closed,Refi,20,Variable,5.36,,,,,,,,
5001423626D01,10533231,01/21/2016,294289.97,06/24/2016,09/24/2016,Closed,Refi,20,Variable,4.89,,,,,,,,
5001423994D01,10530675,01/21/2016,179228.43,06/15/2016,06/15/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001424251D01,10514257,01/21/2016,78520,05/19/2016,05/19/2016,Closed,Refi,15,Fixed,5.95,,,,,,,,
5001424292D01,,01/21/2016,182050,04/04/2016,09/04/2016,Closed,Refi,5,Variable,4.27,,,,,,,,
5001424414D01,10538215,01/21/2016,211597.72,07/18/2016,07/18/2016,Closed,Refi,10,Variable,4.91,,,,,,,,
5001424437D01,10502377,01/21/2016,202207.36,03/28/2016,03/28/2016,Closed,Refi,10,Fixed,5.5,,,,,,,,
5001424569D01,,01/21/2016,128956,06/28/2016,06/28/2016,Closed,Refi,15,Fixed,6.05,,,,,,,,
5001424701D01,10529644,01/21/2016,56818,06/10/2016,06/10/2016,Closed,Refi,20,Fixed,7,,,,,,,,
5001424120D01,10503250,01/21/2016,188988,03/29/2016,03/29/2016,Closed,Refi,10,Fixed,5.55,,,,,,,,
5001424364D01,10511386,01/21/2016,40027.33,05/05/2016,05/05/2016,Closed,Refi,20,Fixed,6.35,,,,,,,,
5001424833D01,10476499,01/21/2016,23620,01/29/2016,,Closed,In-School,10,Fixed,5.5,23620,1/29/16,,,,,,
5001424868D01,10541622,01/22/2016,214190,08/04/2016,08/04/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001424891D01,10531798,01/22/2016,228035,06/20/2016,06/20/2016,Closed,Refi,20,Fixed,5.75,,,,,,,,
5001425225D01,10531805,01/22/2016,100585,06/20/2016,06/20/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001425296D01,10536144,01/22/2016,67499,07/08/2016,07/08/2016,Closed,Refi,10,Fixed,5.3,,,,,,,,
5001425436D01,10501478,01/22/2016,196116,03/23/2016,03/23/2016,Closed,Refi,15,Fixed,6.1,,,,,,,,
5001425073D01,10514687,01/22/2016,344561,05/19/2016,05/19/2016,Closed,Refi,5,Fixed,4.9,,,,,,,,
5001425017D01,10536847,01/22/2016,206879.16,07/12/2016,03/12/2017,Closed,Refi,10,Variable,4.54,,,,,,,,
1192,1192,01/24/2016,166991.08,08/18/2016,08/18/2016,Closed,Refi,10,Fixed,6,,,,,,,,
1206,,01/24/2016,157866.2,06/13/2016,03/17/2016,Closed,Refi,15,Fixed,6.05,,,,,,,,
1184,,01/24/2016,34304.93,05/20/2016,05/19/2016,Closed,Refi,20,Variable,4.87,,,,,,,,
1197,10537952,01/24/2016,116912.87,07/15/2016,07/15/2016,Closed,Refi,15,Fixed,5.5,,,,,,,,
5001422575D01,,01/25/2016,175285.5,06/13/2016,06/13/2016,Closed,Refi,15,Variable,5.19,,,,,,,,
5001425494D01,,01/25/2016,17404,06/09/2016,06/09/2016,Closed,Refi,7,Variable,4.6,,,,,,,,
5001425696D01,10510940,01/25/2016,86069,05/03/2016,05/03/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001426101D01,10535146,01/25/2016,194199.5,07/05/2016,07/01/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001426249D01,10527531,01/25/2016,59400,06/02/2016,06/02/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001426336D01,10508911,01/25/2016,24432,04/22/2016,04/22/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001426353D01,10502640,01/25/2016,125791.33,03/28/2016,03/28/2016,Closed,Refi,10,Fixed,5.75,,,,,,,,
5001426573D01,10541896,01/25/2016,210736.08,08/05/2016,08/05/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001426684D01D02,,01/25/2016,161660,06/08/2016,08/08/2016,Closed,Refi,5,Variable,4.27,,,,,,,,
5001426101D01D02,10534924,01/25/2016,194199.5,07/01/2016,07/01/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001426103D01D02,,01/25/2016,176794.52,06/24/2016,06/24/2016,Closed,Refi,7,Variable,4.6,,,,,,,,
5001421643D01,10509349,01/25/2016,85666,04/25/2016,04/25/2016,Closed,Refi,15,Fixed,5.95,,,,,,,,
5001421703D01,10502658,01/25/2016,124888,03/28/2016,03/28/2016,Closed,Refi,5,Variable,4.27,,,,,,,,
5001423957D01,10514702,01/25/2016,109568.81,05/19/2016,05/19/2016,Closed,Refi,5,Fixed,4.65,,,,,,,,
5001425353D01,10531996,01/25/2016,160996.49,06/20/2016,11/20/2016,Closed,Refi,15,Fixed,6.75,,,,,,,,
5001425750D01,10530865,01/25/2016,195550.63,06/15/2016,06/15/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001425762D01,10541292,01/25/2016,56339.22,08/02/2016,08/02/2016,Closed,Refi,20,Fixed,7,,,,,,,,
5001425792D01,10508929,01/25/2016,129179,04/22/2016,04/22/2016,Closed,Refi,15,Fixed,5.95,,,,,,,,
5001425967D01,10503698,01/25/2016,205447.1,03/30/2016,03/30/2016,Closed,Refi,20,Variable,4.55,,,,,,,,
5001426103D01,10533322,01/25/2016,176794.53,06/24/2016,06/24/2016,Closed,Refi,7,Variable,4.6,,,,,,,,
5001426118D01,10530526,01/25/2016,26321,06/14/2016,06/14/2016,Closed,Refi,10,Fixed,5.3,,,,,,,,
5001426313D01,10530071,01/25/2016,266264.51,06/13/2016,06/13/2016,Closed,Refi,7,Fixed,6,,,,,,,,
5001426404D01,10531003,01/25/2016,10648,06/16/2016,06/16/2016,Closed,Refi,5,Fixed,5.75,,,,,,,,
5001426438D01,,01/25/2016,78742.13,06/13/2016,06/13/2016,Closed,Refi,5,Fixed,5.75,,,,,,,,
5001426465D01,10510403,01/25/2016,157516,04/28/2016,04/28/2016,Closed,Refi,10,Fixed,5.7,,,,,,,,
5001426684D01,,01/25/2016,161660,06/07/2016,08/07/2016,Closed,Refi,5,Variable,4.27,,,,,,,,
5001426746D01,10538570,01/25/2016,51660.07,07/19/2016,07/19/2016,Closed,Refi,15,Fixed,6.75,,,,,,,,
5001425353D01D02,10531574,01/25/2016,160996.49,06/20/2016,11/20/2016,Closed,Refi,15,Fixed,6.75,,,,,,,,
5001425746D01,10530518,01/25/2016,75269,06/14/2016,06/14/2016,Closed,Refi,20,Variable,5.34,,,,,,,,
5001425752D01,10511956,01/25/2016,106819.71,05/10/2016,05/10/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001409578D01,10536201,01/25/2016,176533.6,07/08/2016,07/08/2016,Closed,Refi,5,Fixed,5.75,,,,,,,,
5001425632D01,10530154,01/25/2016,113674.22,06/13/2016,06/13/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001409317D01,10537275,01/26/2016,110141.29,07/13/2016,07/13/2016,Closed,Refi,5,Variable,4.6,,,,,,,,
5001422139D01,10541284,01/26/2016,118441.85,08/02/2016,08/02/2016,Closed,Refi,15,Fixed,5.5,,,,,,,,
5001426020D01,,01/26/2016,29382.73,07/05/2016,07/05/2016,Closed,Refi,5,Fixed,5.75,,,,,,,,
5001426920D01,10505032,01/26/2016,154219,04/05/2016,04/05/2016,Closed,Refi,20,Fixed,6.15,,,,,,,,
5001427088D01,,01/26/2016,54877,06/28/2016,06/28/2016,Closed,Refi,5,Variable,4.58,,,,,,,,
5001418933D01,10524868,01/26/2016,295526,05/25/2016,05/25/2016,Closed,Refi,10,Variable,4.89,,,,,,,,
5001426995D01,10514926,01/26/2016,29890.97,05/19/2016,05/19/2016,Closed,Refi,7,Fixed,5.7,,,,,,,,
5001427001D01,5001427001D01,01/26/2016,124330.82,08/19/2016,08/19/2016,Closed,Refi,20,Fixed,7,,,,,,,,
5001427302D01,10503680,01/26/2016,183806,03/30/2016,03/30/2016,Closed,Refi,10,Fixed,5.5,,,,,,,,
5001426890D01,10537481,01/26/2016,162796,07/14/2016,07/14/2016,Closed,Refi,10,Fixed,6.25,,,,,,,,
5001428014D01,10524488,01/27/2016,99607.79,05/20/2016,08/20/2016,Closed,Refi,5,Fixed,4.9,,,,,,,,
5001428041D01,10514471,01/27/2016,43078.76,05/19/2016,08/19/2016,Closed,Refi,5,Fixed,4.65,,,,,,,,
1309,10527119,01/27/2016,31311.74,05/20/2016,05/20/2016,Closed,Refi,10,Fixed,5.8,,,,,,,,
