Application ID,mohela_clid,Application_date,Loan Amount,Closing_date,Schedule_funding_date,Stage,Loan_Type,Term,Rate Type,Undiscounted Rate,disbursement_1,disbursement_1_date,disbursement_2,disbursement_2_date,disbursement_3,disbursement_3_date,disbursement_4,disbursement_4_date
220048,220048,04/30/2019,68229.86,06/17/2019,06/17/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
220087,220087,04/30/2019,75801.16,05/21/2019,05/21/2019,Closed,Refi,20,Fixed,6.76,,,,,,,,
220140,220140,04/30/2019,83835.84,05/10/2019,05/10/2019,Closed,Refi,5,Fixed,4.57,,,,,,,,
5002099074AMB3,5002099074AMB3,04/30/2019,30000,06/03/2019,,Closed,In-School,5,Fixed,5.1,,6/3/19,,,,,,
219935P2,219935P2,04/30/2019,137399.74,05/23/2019,05/23/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
219935P3,219935P3,04/30/2019,137399.74,05/23/2019,05/23/2019,Closed,Refi,15,Fixed,4.85,,,,,,,,
220189P3,220189P3,04/30/2019,134751.37,06/11/2019,06/11/2019,Closed,Refi,15,Fixed,5.65,,,,,,,,
219959,219959,04/30/2019,91782.28,05/07/2019,05/07/2019,Closed,Refi,7,Fixed,4.25,,,,,,,,
220030,220030,04/30/2019,156705.7,05/16/2019,05/16/2019,Closed,Refi,7,Fixed,4.5,,,,,,,,
220196,220196,05/01/2019,131022.09,05/16/2019,05/16/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
220195,220195,05/01/2019,116189.2,05/10/2019,05/10/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
220210,220210,05/01/2019,76498,05/14/2019,05/14/2019,Closed,Refi,15,Fixed,5.69,,,,,,,,
5002100628D01,,05/01/2019,45904,,,Applied,In-School,,,,,,,,,,,
220209,220209,05/01/2019,21210.47,05/13/2019,05/13/2019,Closed,Refi,5,Fixed,4.92,,,,,,,,
220221,220221,05/01/2019,22549.77,05/09/2019,05/09/2019,Closed,Refi,10,Fixed,5.13,,,,,,,,
220237,220237,05/01/2019,62001.62,06/07/2019,06/07/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
220243,220243,05/01/2019,7179.17,05/08/2019,05/08/2019,Closed,Refi,5,Fixed,5.13,,,,,,,,
220248,220248,05/01/2019,25138.01,05/09/2019,05/09/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
220292P1,220292P1,05/01/2019,160801.6,06/06/2019,06/06/2019,Closed,Refi,15,Fixed,5.6,,,,,,,,
220294,220294,05/01/2019,59251.7,05/14/2019,05/14/2019,Closed,Refi,5,Fixed,4.71,,,,,,,,
220296,220296,05/01/2019,115203.6,05/14/2019,05/14/2019,Closed,Refi,10,Fixed,5.13,,,,,,,,
220303,220303,05/01/2019,16468.45,05/13/2019,05/13/2019,Closed,Refi,7,Fixed,4.92,,,,,,,,
220309,220309,05/01/2019,36577.5,05/08/2019,05/08/2019,Closed,Refi,5,Fixed,4.29,,,,,,,,
220319,220319,05/01/2019,48014.26,05/15/2019,05/15/2019,Closed,Refi,10,Fixed,4.71,,,,,,,,
220328,220328,05/01/2019,24260.86,06/05/2019,06/05/2019,Closed,Refi,20,Fixed,6.96,,,,,,,,
220327,220327,05/01/2019,92352.09,05/09/2019,05/09/2019,Closed,Refi,15,Fixed,5.9,,,,,,,,
220320,220320,05/01/2019,105304.73,06/03/2019,06/03/2019,Closed,Refi,10,Fixed,4.55,,,,,,,,
220341,220341,05/01/2019,58607.87,05/14/2019,05/14/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
220347,220347,05/01/2019,295596.85,06/27/2019,06/27/2019,Closed,Refi,20,Fixed,5.3,,,,,,,,
220350,220350,05/01/2019,58650.33,05/21/2019,05/21/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
220363,220363,05/01/2019,32960.68,05/16/2019,05/16/2019,Closed,Refi,10,Fixed,5.13,,,,,,,,
220365,220365,05/01/2019,24352.12,06/05/2019,06/05/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
220368,220368,05/01/2019,31918.2,06/05/2019,06/05/2019,Closed,Refi,15,Fixed,6.11,,,,,,,,
220393,220393,05/01/2019,18412.82,05/15/2019,05/15/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
220435,220435,05/01/2019,35717.33,05/10/2019,05/10/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
220447,220447,05/01/2019,89117,06/05/2019,06/05/2019,Closed,Refi,5,Fixed,4.71,,,,,,,,
220468,220468,05/01/2019,62049,05/22/2019,05/22/2019,Closed,Refi,15,Fixed,5.27,,,,,,,,
220473,220473,05/01/2019,30000,06/04/2019,06/04/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
220317P2,220317P2,05/01/2019,136230.97,05/17/2019,05/17/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
220317P3,220317P3,05/01/2019,136230.97,05/17/2019,05/17/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
220292P2,220292P2,05/01/2019,160801.62,06/06/2019,06/06/2019,Closed,Refi,15,Fixed,5.6,,,,,,,,
220274P3,220274P3,05/01/2019,137426.56,06/12/2019,06/12/2019,Closed,Refi,15,Fixed,5.16,,,,,,,,
220208,220208,05/01/2019,49453.71,05/10/2019,05/10/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
220211,220211,05/01/2019,41566.05,06/05/2019,06/05/2019,Closed,Refi,20,Fixed,5.71,,,,,,,,
220214,220214,05/01/2019,45509.67,05/20/2019,05/20/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
220245,220245,05/01/2019,115686.64,06/03/2019,06/03/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
220244,220244,05/01/2019,25845.33,05/16/2019,05/16/2019,Closed,Refi,5,Fixed,4.5,,,,,,,,
220246,220246,05/01/2019,113649.62,05/14/2019,05/14/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
220253,220253,05/01/2019,89254.51,05/09/2019,05/09/2019,Closed,Refi,10,Fixed,4.58,,,,,,,,
220258,220258,05/01/2019,65513.28,05/10/2019,05/10/2019,Closed,Refi,15,Fixed,5.06,,,,,,,,
220267,220267,05/01/2019,164171.71,05/10/2019,05/10/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
220274P1,220274P1,05/01/2019,137426.55,06/12/2019,06/12/2019,Closed,Refi,15,Fixed,5.16,,,,,,,,
220293,220293,05/01/2019,57943.98,05/08/2019,05/08/2019,Closed,Refi,7,Fixed,4.29,,,,,,,,
220317P1,220317P1,05/01/2019,136230.97,05/17/2019,05/17/2019,Closed,Refi,20,Fixed,5.92,,,,,,,,
220324,220324,05/01/2019,55666.06,05/28/2019,05/28/2019,Closed,Refi,10,Fixed,4.92,,,,,,,,
220322,220322,05/01/2019,33312.95,05/10/2019,05/10/2019,Closed,Refi,5,Fixed,3.75,,,,,,,,
